Job Title,Applicant ID,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal
Executive - Lab Instruments Maintenance,395, 3 - 7 Years,Installation|Breakdown Maintenance|Preventive Maintenance,"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent ",Bengaluru,"Other Employment Type: Full Time, Permanent",Pharma / Biotech / Clinical Research,"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent",77.590082,12.9767936,2273
 Immediate job Opportunity For Printer Engineer in Mumbai - Vashi,396,1 - 2 yrs, dot matrix| printer| printer support| Laserjet| Hardware,Technical Support,Navi Mumbai,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,Customer Support Engineer/Technician,73.0198537,19.0308262,2111
 When you need a Roof you need a job. Come work with us,397,3 - 8 yrs, Outbound| Technical Support Associate| Email| Technical| US shift| Medical| Antivirus| Troubleshooting| Technical support| Comp,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6408
 Senior Data Analyst,398,2 - 7 yrs, Reporting| Data Analysis| Business Analytics| Data Analytics| kpo,Analytics & BI,"Mohali,Chandigarh",Analytics & Business Intelligence,"KPO, Research, Analytics",Data Analyst,76.6511232,30.7442722,2867
" Java / J2EE, Web Services also experienced in AngularJS",399,2 - 6 yrs, HTML| XML| Ajax| rest| Prototype| technical| developing| JSON| application architecture| SDLC| javascript| jQuery| Web services| java| application| web| design| Web designing| architecture| applications,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,6050
 Senior US IT Recruiter / Senior US Recruiter,400,1 - 5 yrs, us it recruiter| us it recruitment| us it staffing| us staffing| us technical recruiter| us recruitment,HR/ Recruitment / IR,Hyderabad,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,78.4740613,17.360589,2793
 Service Engineer - Bhiwadi,401,1 - 6 yrs, service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| Preventive Maintenance| breakdown maintenance| Field Engineer| Electrical Engineer,Production/Manufacturing/Maintenance,"Delhi NCR,Bhiwadi","Production , Manufacturing , Maintenance","Printing, Packaging",Service/Maintenance Engineer,,,1792
 Sales Manager,402,4 - 9 yrs, enterprise sales| relationship building| new business| sales strategy| B2B Sales| marketing management| cross selling| product marketing| consultative sales| b2b marketing| service sales| Corporate Sales| Key Accounts Manager,Institutional Sales,Chennai,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales/Business Development Manager,80.270186,13.0836939,4726
 Accounts Executive For 1-2 Years Experience,403,1 - 2 yrs, accounts executive| Accounting| accounts| finance,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","BPO, Call Centre, ITeS",Accounts Executive/Accountant,77.3271074,28.5707841,2026
 Inbound Tour Manager,404,2 - 7 yrs, inbound| costing| selling| good communication| good communication skills| tickets| tour| experience| manager| packages,Ticketing/Travel/Documentation,Noida,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Tour Management Manager/Senior Manager,77.3271074,28.5707841,3387
 Swimming Pool Technician,405,1 - 3 yrs, Monthly Reports| Maintenance| Technician Activities| Water Quality,Site Engineering,Bengaluru,"Site Engineering , Project Management",Other,Maintenance Engineer,77.590082,12.9767936,4718
Data Science Manager,406, 8 - 12 Years,kaggle|NLP|data science|Artificial Intelligence|Natural Language Processing|analytical techniques|Text Mining|big data|machine learning|Deep Learning," ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other Employment Type: Full Time, Permanent ","Pune,Gurgaon","Other Employment Type: Full Time, Permanent",Strategy / Management Consulting Firms,"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other",77.00270015,28.42826235,2506
 Associate Vice President - Talent Acquisition - Campus Hiring Program,407,12 - 18 yrs, Talent Acquisition| Recruitment| HR| Campus Hiring| recruitment| recruiting,Senior Management,Bengaluru,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-Recruitment,77.590082,12.9767936,5757
 Governance & Performance-Performance Management-Professors,408,7 - 10 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,University Level,Hyderabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor,78.4740613,17.360589,1816
" Manager Sales / Area Manager (tiles, Bath Fitting,paints)",409,6 - 11 yrs, project sales| Architects| Sales Operations| Sales Management| distributor| interior designers| Area Management| contractors| Area| Developers| consultants| dealer| territory management| Sales Manager,Retail Sales,"Delhi NCR,Kolkata,Chandigarh","Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales/Business Development Manager,,,5104
 Operations - SME / Retail,410,12 - 15 yrs, Retail| marketing executive| distributors| customer profiling| sales strategy| SME| market research| Business Development| Operations| sales executive,Senior Management,Mumbai,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Head/VP/GM-Operations,72.8773928,19.0759899,6944
 Assistant Manager - HR Operations,411,4 - 6 yrs,vide,HR/ Recruitment / IR,Pune,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,73.8544541,18.521428,2647
 Sr. Sales / Sales Executive,412,2 - 4 yrs, Manager Sales| Sales Manager| assistant sales manager| MICE| Travel Agent| Senior Sales Executive| senior sales officer| Corporate Sales| Hotel Sales| Room Sales| Sales Executive,Retail Sales,Delhi NCR (Sunder Nagar) ,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Sales Executive/Officer,,,3929
 Senior Business Analyst - Sql/python,413,3 - 5 yrs, data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,System Design/Implementation/ERP/CRM,Delhi,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Business Analyst,77.2219388,28.6517178,2973
" .NET Developer (asp.net, MVC, C#)",414,2 - 5 yrs, C#| CSS| XML| Asp Net| Javascript| Web Application| MS SQL Server| .Net| MVC| ASP.Net MVC| JQuery| Ajax,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,6630
 Head- Land Management.,415,20 - 26 yrs, land acquisition,Drug Regulatory Affairs/Documentation,Gurgaon,"Legal , Regulatory , Intellectual Property","Real Estate, Property",Head/VP/GM-Regulatory Affairs,77.00270015,28.42826235,3707
 Sr. Business Analyst,416,2 - 5 yrs, Java| Tomcat| Eclipse| OOPS| HTML| UNIX| SQL| DB2| Weblogic| XML| Flex| Oracle| PL,System Design/Implementation/ERP/CRM,Hyderabad,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Business Analyst,78.4740613,17.360589,1817
 CNC Machine Operator,417,2 - 3 yrs, cnc| cnc operator| cnc maintenance| cnc programming,Production/Manufacturing/Maintenance,"Ahmedabad,Gandhinagar","Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Factory Head,72.5822818,23.1154284,6034
 Executive,418,5 - 10 yrs, Medical Representative| Senior Executive,Architectural Services,Ahmedabad,"Architecture , Interior Design","Pharma, Biotech, Clinical Research",Architect,72.5797068,23.0216238,4555
 Presales Manager - Networking,419,3 - 8 yrs, Sales Engineer| solution architect| Presales| solution consultant| Technology Consultant,,Mumbai,Other,IT-Hardware & Networking,Other,72.8773928,19.0759899,6026
 Inside Sales Executive,420,3 - 5 yrs, Inside Sales| Lead Generation| Cold Calling| New Business| Customer Service| Proposal Writing| Follow Ups| Sales Executive Activities| Communication Skills| Convincing Power,Corporate Sales,"Delhi NCR,Bengaluru","Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,121.0977529,14.6719732,5338
 Customer Care Executive,421,0 - 1 yrs, Customer Care| Inbound Process| Night Shift| Customer Care Executive| Customer Care Officer| BPO| Domestic BPO| International BPO,Other,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,77.1212148,28.6882438,4752
 HR - Talent scout specialist,422,2 - 4 yrs, Performance management| Analytical| Design development| Conceptualization| HR| Continuous improvement| Sales support| Recruitment| Testing,Senior Management,Thane,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-HR,72.9701779,19.1943294,3948
 Sr. Sales Manager,423,8 - 10 yrs, Service delivery| Bfsi| enterprise mobility| Market intelligence| Tools| Application development| Sales process| microsoft| Middleware| Business Executive,Retail Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,3816
 Laundry Executive,424,1 - 3 yrs, laundry,Housekeeping,Mumbai,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Housekeeping Executive/Assistant.,72.8773928,19.0759899,1950
 Accounts executive,425,2 - 7 yrs, TDS| Financial statements| Invoice processing| business opportunity| Interpersonal skills| Tally ERP| Accounting| Analytical| Accounts receivable| Recruitment,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant,73.8544541,18.521428,3634
 MBA HR - Experience,426,5 - 10 yrs, ERP| Succession Planning| MIS| Reports| Talent Management| Human Resources| HR Policies| Recruitment| Talent Acquisition,HR/ Recruitment / IR,Hyderabad,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,78.4740613,17.360589,4379
 System Analyst,427,2 - 3 yrs, T-SQL| Web technologies| data manipulation| MIS| XML| Data structures| System Analyst| JSON| Scripting,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",System Analyst,73.8544541,18.521428,3638
 Account Assistance,428,2 - 3 yrs, Audit| Credit Officers| Internal audit| Accounting| Finance| Tax| Accounts| Risk Management,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant,73.8544541,18.521428,6372
 Senior Embedded Engineer,429,3 - 5 yrs, gsm| ethernet| development| optimization| product development| troubleshooting| gps| lcd| embedded| spi,Programming & Design,Ahmedabad,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead,72.5797068,23.0216238,4199
 Urgent Opening For Asst. Manager-it Infrastructure - Mumbai,430,4 - 7 yrs, Fortigate| Networking| Routing| Hyper - V| Dlp| Sophos| Windows| Virtualization| Switching| Firewall,Admin/Maintenance/Security/Datawarehousing,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Technical Support Engineer,72.8773928,19.0759899,1874
 Java Developer,431,4 - 8 yrs, Java| Spring Boot| Web Services| Microservices,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3145
 Sr. Software Engineer Android/Hybrid,432,3 - 5 yrs, SQL| Android| jQuery| UML| Coding| Graphics| JSON| Test cases| System testing| SQLite,Programming & Design,Hyderabad,IT Software - System Programming,"IT-Software, Software Services",Software Developer,78.4740613,17.360589,4535
 Principal Engineer-Piping,433,15 - 18 yrs, HVAC| Architecture| Project management| CAD| thermal| Conceptualization| Instrumentation| Autodesk| Food processing| Project delivery,Engineering Design,Mumbai,"Engineering Design , R&D","Construction, Engineering, Cement, Metals",Technical Lead/Project Lead,72.8773928,19.0759899,2691
 Business Analyst - Structured Finance,434,1 - 4 yrs, electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,System Design/Implementation/ERP/CRM,Gurgaon,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst,77.00270015,28.42826235,5537
Solution Architecting,435, 8 - 12 Years,Product management|Analytical skills|software architecture|Prototype|Business analysis|Manager Technology|Outsourcing|Resource management|Operations|Solution architecting,Programming & Design, Gurgaon,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect,77.00270015,28.42826235,6851
 Sales / Business Development,436,15 - 20 yrs, Sales Head| Hospitality| Office automation| Residential sales| Sales strategy| Bfsi| management| Real estate sales| Flex| Executive search,Senior Management,"Bengaluru,Chennai","Sales , Retail , Business Development","Recruitment, Staffing",Head/VP/GM/National Manager -Sales,77.5553641,13.0155238,4064
" Medical Coding Job(fresher Ug/pg) Pharm,lifescience,be(biotech&biomed)",437,0 - 2 yrs, biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences,Medical Professional,"Chennai Vellore,Salem Erode,Madurai Trichy","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Intern,,,4373
 Consultant,438,12 - 16 yrs, Com| Application support| Email| SAP IS-Utilities| level| Billing| change| Service| CRM| Entry level,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Outside Technical Consultant,73.8544541,18.521428,4683
 Network & Security Architect- Pune,439,8 - 13 yrs, Network,,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,1834
 Business Development Manager,440,1 - 3 yrs, ERP| RF| Action plan| Relationship| Software sales| Business planning| B2B Sales| RFQ| RFP| CRM,Corporate Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,5681
 Assistant Vice President - Stock Broking - Delhi,441,3 - 8 yrs, Equity| Currency| Mutual Funds| Commodities| Stock Broking| New Client Acquisition| Business Generation| Channel Distribution| Team Management| team handling| sales,Senior Management,Delhi NCR,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head/VP/GM/National Manager -Sales,77.1212148,28.6882438,3935
,442,vide,Java|Trainer|Java|trainer|Trainer|java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|Java|Trainer|JAVA|TRAINER|JAVA|TRAINER|Java|Trainer|Java|Trainer|Java|Trainer|trainer|Trainer|Trainer|Java|Trainer|Java|Trainer|Trainer|Java|Java|Trainer|Java|Trainer|Java|Trainer|JAVA|TRAINER|Java|Trainer|Java|Trainer|Trainer|Trainer|Trainer|Trainer|Trainer|Trainer|Trainer|Java|Java|Java|trainer|Java|Java|Java|Trainer|JAVA|Java|Java|Trainer|Java,,,,,,11.0480288,46.3144754,6310
 Production Manager in Press Shop & Projection Welding,443,10 - 15 yrs, Production Management| Weld Shop| Press Shop| pressing| sheetmetal,Production/Manufacturing/Maintenance,Greater Noida,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Production Manager,77.5137649,28.4670734,4859
 salesfoce Developer +3Years / Mumbai,444,3 - 8 yrs, Salesforce Developer| sfdc developer| Salesforce,Programming & Design,"Mumbai,Pune","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.840292,18.9560691,4106
 Social Media Executive,445,0 - 1 yrs, website| facebook| online| Twitter| seo| internet| search engine optimisation,Online/Digital Marketing,Hyderabad,"Marketing , Advertising , MR , PR , Media Planning","Media, Entertainment, Internet",Social Media Marketing Manager,78.4740613,17.360589,5029
 Business Advisor,446,0 - 3 yrs,vide,Institutional Sales,Kolkata,"Sales , Retail , Business Development","Strategy, Management Consulting Firms",Sales Executive/Officer,88.35769124,22.5414185,4045
" IT Recruiter, Technical Recruiter",447,0 - 4 yrs, head hunting| talent acquisition| Recruitment Executive| it recruitment| screening| technical recruitment| hiring| recruitment consultant| recruitment| sourcing| excel powerpoint| staffing,HR/ Recruitment / IR,Noida,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,77.3271074,28.5707841,1702
 SAP PLM Consultant - SAP MM Module,448,10 - 15 yrs, SAP PLM| SAP MM| SAP EHS,Other,Hyderabad,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Consultant,78.4740613,17.360589,5553
 Python Manager - IIT/ IIM/ DSE/ ISI,449,3 - 6 yrs, Microstrategy| Business Intelligence| Cognos| Business Objects| Tableau| AWS| Python| SQL,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT/Networking-Manager,77.590082,12.9767936,2383
 Marketing Manager - Activation - Iit/nit,450,2 - 5 yrs, Marketing| Event Management| Brand Management,Marketing,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager,72.8773928,19.0759899,6366
 Hiring .Net Developers for Hyderabad Location,451,3 - 6 yrs, asp.net| ado.net| MVC,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5419
 Senior BI Cognos Developer,452,7 - 12 yrs, SQL| Oracle| Cognos| Business intelligence| Automotive| Supply chain| DBMSTools| metadata,Programming & Design,Mumbai,"IT Software - DBA , Datawarehousing","Recruitment, Staffing",Software Developer,72.8773928,19.0759899,4428
 Technical Support Engineer,453,2 - 5 yrs, Technical support| SAN| Veritas| Data management| NetBackup| Windows OS| WebEx| Unix operating system| TCP/IP| IT infrastructure,Admin/Maintenance/Security/Datawarehousing,Pune,IT Software - Other,"IT-Software, Software Services",Technical Support Engineer,73.8544541,18.521428,2457
 Senior Drupal Developer,454,5 - 10 yrs, Drupal| Linux| MySQL| Python| Consulting| Procurement| Monitoring| Front end| Backend| Django,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2905
 Pre Sales Executive,455,2 - 4 yrs, Presales| Real Estate Sales| Residential Sales| Sales Executive Activities,Pre Sales,Pune,"Sales , Retail , Business Development","Real Estate, Property",Pre Sales Consultant,73.8544541,18.521428,4474
 Head - Sales &amp; Strategy (telematics),456,7 - 12 yrs, b2b sales| team management| kam| commercial vehicle| sales strategy| enterprises sales,Senior Management,Gurgaon,"Sales , Retail , Business Development","Internet, Ecommerce",Head/VP/GM/National Manager -Sales,77.00270015,28.42826235,4304
 Content Writer Required for a Monthly Magazine,457,1 - 3 yrs, Editing| proof reading| content writer| editor| Articles| Article Writing| Content Editor| Journalism| Mass Communication| Copywriter| Associate Editor| Sub Editor| English Writing| Research| Social Media,Content Development,"Delhi NCR,Ghaziabad,Noida","Journalism , Editing , Content","Media, Entertainment, Internet",Content Developer,,,3726
 Sales Engineers,458,1 - 2 yrs, set| eee| interpersonal skills| selling| sales marketing| travel| marketing management| hardware,Retail Sales,Chennai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,80.270186,13.0836939,3037
 Senior Laravel Developer,459,3 - 5 yrs, MySQL| Wordpress| Javascript| Flex| CMS| PHP| HTML| JSON| Joomla| Ajax,Programming & Design,Ahmedabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,4403
" Medical Scribe Chandigarh Mohali Noida No Fees, Salary-26k To 48k",460,0 - 5 yrs, MBBS| B.sc| Biotech| Dermatology| Rheumatology| ENT| BDS| Medicine| Pathology| Immunology| Medical Transcription| Radiology| Genetics| BAMS| MDS,Drug Regulatory Affairs/Documentation,"Chandigarh,Mohali,Panchkula","Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Documentation/Medical Writing,,,3506
 Hub-Incharge Bangalore,461,2 - 3 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Logistics,Bengaluru,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Logistics Manager,77.590082,12.9767936,6376
" QA - Associate , - Business - Operations - DM",462,3 - 5 yrs, QA| Data management| GDB| Fixed income| Data quality| HTTP| Operations| Python,Programming & Design,Mumbai,"IT Software - Application Programming , Maintenance","Advertising, PR, MR, Event Management",Software Developer,72.8773928,19.0759899,2065
 Staff Nurse,463,2 - 5 yrs, Nursing| NICU| Medical | patient care| Nurse,Medical Professional,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Nurse,77.00270015,28.42826235,1624
 Back Office Executive|data Entry Operators|domestic BPO,464,0 - 3 yrs, back office processing| BPO| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process,Other,"Mumbai,Pune","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,72.840292,18.9560691,4066
 Sr Equity Advisor - 5 nos,465,6 - 11 yrs, shares| market research| communication skills,Investment Banking,Ahmedabad,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Equity Manager,72.5797068,23.0216238,3655
 Data Scientist - Sql/nosql,466,2 - 6 yrs, SQL| NoSQL| R| Python| Scala| Data Visualization| Machine Learning| Data Science| Data Modeling| Algorithm,Analytics & BI,Mumbai,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst,72.8773928,19.0759899,6276
 Hiring For Day Shift Non Voice Sal. Up To 24K,467,0 - 4 yrs, international bpo| IT Helpdesk| freshers| customer care| international voice| call center| customer support| technical helpdesk| service desk| bpo fresher| uk| us| communication skills,Voice,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,6458
,468,vide,vide,,,,,,11.0480288,46.3144754,5477
